quarter,hb,specialty_name_top,episodes,length_of_spell
2021Q3,Forth Valley,General Medicine,0,0
2017Q3,Forth Valley,Cardiology,5,0
2017Q4,Forth Valley,Cardiology,5,0
2018Q1,Forth Valley,Cardiology,5,0
2018Q2,Forth Valley,Cardiology,10,0
2018Q3,Forth Valley,Cardiology,10,0
2018Q4,Forth Valley,Cardiology,10,0
2019Q1,Forth Valley,Cardiology,5,0
2019Q2,Forth Valley,Cardiology,5,0
2019Q3,Forth Valley,Cardiology,0,0
2019Q4,Forth Valley,Cardiology,5,0
2022Q1,Forth Valley,Cardiology,25,0
2022Q2,Forth Valley,Cardiology,33,0
2022Q3,Forth Valley,Cardiology,25,0
2019Q2,Forth Valley,Gastroenterology,0,0
2022Q2,Forth Valley,Gastroenterology,0,0
2019Q2,Forth Valley,Geriatric Medicine,0,0
2019Q3,Forth Valley,Geriatric Medicine,0,0
2020Q3,Forth Valley,Geriatric Medicine,0,0
2020Q4,Forth Valley,Geriatric Medicine,0,0
2021Q4,Forth Valley,Geriatric Medicine,0,0
2019Q2,Forth Valley,Other,0,0
2022Q3,Forth Valley,Other,0,0
2017Q3,Forth Valley,General Surgery,484,0
2017Q4,Forth Valley,General Surgery,548,0
2018Q1,Forth Valley,General Surgery,479,0
2018Q2,Forth Valley,General Surgery,507,0
2018Q3,Forth Valley,General Surgery,401,0
2018Q4,Forth Valley,General Surgery,441,0
2019Q1,Forth Valley,General Surgery,487,0
2019Q2,Forth Valley,General Surgery,451,0
2019Q3,Forth Valley,General Surgery,430,0
2019Q4,Forth Valley,General Surgery,493,0
2020Q1,Forth Valley,General Surgery,483,0
2020Q2,Forth Valley,General Surgery,43,0
2020Q3,Forth Valley,General Surgery,238,0
2020Q4,Forth Valley,General Surgery,333,0
2021Q1,Forth Valley,General Surgery,218,0
2021Q2,Forth Valley,General Surgery,390,0
2021Q3,Forth Valley,General Surgery,377,0
2021Q4,Forth Valley,General Surgery,467,0
2022Q1,Forth Valley,General Surgery,318,0
2022Q2,Forth Valley,General Surgery,496,0
2022Q3,Forth Valley,General Surgery,431,0
2017Q3,Forth Valley,Other,120,0
2017Q4,Forth Valley,Other,125,0
2018Q1,Forth Valley,Other,113,0
2018Q2,Forth Valley,Other,120,0
2018Q3,Forth Valley,Other,115,0
2018Q4,Forth Valley,Other,91,0
2019Q1,Forth Valley,Other,111,0
2019Q2,Forth Valley,Other,96,0
2019Q3,Forth Valley,Other,46,0
2019Q4,Forth Valley,Other,46,0
2020Q1,Forth Valley,Other,39,0
2020Q4,Forth Valley,Other,10,0
2021Q1,Forth Valley,Other,12,0
2021Q2,Forth Valley,Other,50,0
2021Q3,Forth Valley,Other,5,0
2021Q4,Forth Valley,Other,19,0
2022Q1,Forth Valley,Other,16,0
2022Q2,Forth Valley,Other,22,0
2022Q3,Forth Valley,Other,19,0
2017Q3,Forth Valley,Other,227,0
2017Q4,Forth Valley,Other,224,0
2018Q1,Forth Valley,Other,219,0
2018Q2,Forth Valley,Other,212,0
2018Q3,Forth Valley,Other,162,0
2018Q4,Forth Valley,Other,166,0
2019Q1,Forth Valley,Other,249,0
2019Q2,Forth Valley,Other,228,0
2019Q3,Forth Valley,Other,198,0
2019Q4,Forth Valley,Other,231,0
2020Q1,Forth Valley,Other,226,0
2020Q2,Forth Valley,Other,12,0
2020Q3,Forth Valley,Other,80,0
2020Q4,Forth Valley,Other,144,0
2021Q1,Forth Valley,Other,97,0
2021Q2,Forth Valley,Other,101,0
2021Q3,Forth Valley,Other,96,0
2021Q4,Forth Valley,Other,124,0
2022Q1,Forth Valley,Other,97,0
2022Q2,Forth Valley,Other,113,0
2022Q3,Forth Valley,Other,120,0
2017Q3,Forth Valley,Other,53,0
2017Q4,Forth Valley,Other,54,0
2018Q1,Forth Valley,Other,52,0
2018Q2,Forth Valley,Other,63,0
2018Q3,Forth Valley,Other,60,0
2018Q4,Forth Valley,Other,62,0
2019Q1,Forth Valley,Other,60,0
2019Q2,Forth Valley,Other,54,0
2019Q3,Forth Valley,Other,42,0
2019Q4,Forth Valley,Other,56,0
2020Q1,Forth Valley,Other,41,0
2020Q2,Forth Valley,Other,20,0
2020Q3,Forth Valley,Other,38,0
2020Q4,Forth Valley,Other,30,0
2021Q1,Forth Valley,Other,21,0
2021Q2,Forth Valley,Other,37,0
2021Q3,Forth Valley,Other,48,0
2021Q4,Forth Valley,Other,43,0
2022Q1,Forth Valley,Other,29,0
2022Q2,Forth Valley,Other,39,0
2022Q3,Forth Valley,Other,49,0
2017Q3,Forth Valley,Trauma and Orthopaedic Surgery,267,0
2017Q4,Forth Valley,Trauma and Orthopaedic Surgery,256,0
2018Q1,Forth Valley,Trauma and Orthopaedic Surgery,250,0
2018Q2,Forth Valley,Trauma and Orthopaedic Surgery,303,0
2018Q3,Forth Valley,Trauma and Orthopaedic Surgery,234,0
2018Q4,Forth Valley,Trauma and Orthopaedic Surgery,265,0
2019Q1,Forth Valley,Trauma and Orthopaedic Surgery,287,0
2019Q2,Forth Valley,Trauma and Orthopaedic Surgery,256,0
2019Q3,Forth Valley,Trauma and Orthopaedic Surgery,230,0
2019Q4,Forth Valley,Trauma and Orthopaedic Surgery,334,0
2020Q1,Forth Valley,Trauma and Orthopaedic Surgery,310,0
2020Q2,Forth Valley,Trauma and Orthopaedic Surgery,35,0
2020Q3,Forth Valley,Trauma and Orthopaedic Surgery,170,0
2020Q4,Forth Valley,Trauma and Orthopaedic Surgery,186,0
2021Q1,Forth Valley,Trauma and Orthopaedic Surgery,152,0
2021Q2,Forth Valley,Trauma and Orthopaedic Surgery,215,0
2021Q3,Forth Valley,Trauma and Orthopaedic Surgery,204,0
2021Q4,Forth Valley,Trauma and Orthopaedic Surgery,243,0
2022Q1,Forth Valley,Trauma and Orthopaedic Surgery,227,0
2022Q2,Forth Valley,Trauma and Orthopaedic Surgery,260,0
2022Q3,Forth Valley,Trauma and Orthopaedic Surgery,237,0
2017Q3,Forth Valley,Urology,183,0
2017Q4,Forth Valley,Urology,167,0
2018Q1,Forth Valley,Urology,151,0
2018Q2,Forth Valley,Urology,203,0
2018Q3,Forth Valley,Urology,138,0
2018Q4,Forth Valley,Urology,162,0
2019Q1,Forth Valley,Urology,172,0
2019Q2,Forth Valley,Urology,197,0
2019Q3,Forth Valley,Urology,105,0
2019Q4,Forth Valley,Urology,137,0
2020Q1,Forth Valley,Urology,180,0
2020Q2,Forth Valley,Urology,41,0
2020Q3,Forth Valley,Urology,68,0
2020Q4,Forth Valley,Urology,88,0
2021Q1,Forth Valley,Urology,77,0
2021Q2,Forth Valley,Urology,148,0
2021Q3,Forth Valley,Urology,78,0
2021Q4,Forth Valley,Urology,89,0
2022Q1,Forth Valley,Urology,55,0
2022Q2,Forth Valley,Urology,108,0
2022Q3,Forth Valley,Urology,113,0
2017Q3,Forth Valley,General Medicine,0,0
2019Q2,Forth Valley,General Medicine,10,0
2019Q3,Forth Valley,General Medicine,5,0
2019Q4,Forth Valley,General Medicine,5,0
2020Q1,Forth Valley,General Medicine,5,0
2020Q2,Forth Valley,General Medicine,0,0
2020Q3,Forth Valley,General Medicine,0,0
2021Q1,Forth Valley,General Medicine,0,0
2021Q3,Forth Valley,General Medicine,0,0
2017Q3,Forth Valley,Cardiology,5,0
2017Q4,Forth Valley,Cardiology,5,0
2018Q1,Forth Valley,Cardiology,5,0
2018Q2,Forth Valley,Cardiology,10,0
2018Q3,Forth Valley,Cardiology,10,0
2018Q4,Forth Valley,Cardiology,10,0
2019Q1,Forth Valley,Cardiology,5,0
2019Q2,Forth Valley,Cardiology,5,0
2019Q3,Forth Valley,Cardiology,0,0
2019Q4,Forth Valley,Cardiology,5,0
2022Q1,Forth Valley,Cardiology,25,0
2022Q2,Forth Valley,Cardiology,33,0
2022Q3,Forth Valley,Cardiology,25,0
2019Q2,Forth Valley,Gastroenterology,0,0
2022Q2,Forth Valley,Gastroenterology,0,0
2019Q2,Forth Valley,Geriatric Medicine,0,0
2019Q3,Forth Valley,Geriatric Medicine,0,0
2020Q3,Forth Valley,Geriatric Medicine,0,0
2020Q4,Forth Valley,Geriatric Medicine,0,0
2021Q4,Forth Valley,Geriatric Medicine,0,0
2019Q2,Forth Valley,Other,0,0
2022Q3,Forth Valley,Other,0,0
2017Q3,Forth Valley,General Surgery,484,0
2017Q4,Forth Valley,General Surgery,548,0
2018Q1,Forth Valley,General Surgery,479,0
2018Q2,Forth Valley,General Surgery,507,0
2018Q3,Forth Valley,General Surgery,401,0
2018Q4,Forth Valley,General Surgery,441,0
2019Q1,Forth Valley,General Surgery,487,0
2019Q2,Forth Valley,General Surgery,451,0
2019Q3,Forth Valley,General Surgery,430,0
2019Q4,Forth Valley,General Surgery,493,0
2020Q1,Forth Valley,General Surgery,483,0
2020Q2,Forth Valley,General Surgery,43,0
2020Q3,Forth Valley,General Surgery,238,0
2020Q4,Forth Valley,General Surgery,333,0
2021Q1,Forth Valley,General Surgery,218,0
2021Q2,Forth Valley,General Surgery,390,0
2021Q3,Forth Valley,General Surgery,377,0
2021Q4,Forth Valley,General Surgery,467,0
2022Q1,Forth Valley,General Surgery,318,0
2022Q2,Forth Valley,General Surgery,496,0
2022Q3,Forth Valley,General Surgery,431,0
2017Q3,Forth Valley,Other,120,0
2017Q4,Forth Valley,Other,125,0
2018Q1,Forth Valley,Other,113,0
2018Q2,Forth Valley,Other,120,0
2018Q3,Forth Valley,Other,115,0
2018Q4,Forth Valley,Other,91,0
2019Q1,Forth Valley,Other,111,0
2019Q2,Forth Valley,Other,96,0
2019Q3,Forth Valley,Other,46,0
2019Q4,Forth Valley,Other,46,0
2020Q1,Forth Valley,Other,39,0
2020Q4,Forth Valley,Other,10,0
2021Q1,Forth Valley,Other,12,0
2021Q2,Forth Valley,Other,50,0
2021Q3,Forth Valley,Other,5,0
2021Q4,Forth Valley,Other,19,0
2022Q1,Forth Valley,Other,16,0
2022Q2,Forth Valley,Other,22,0
2022Q3,Forth Valley,Other,19,0
2017Q3,Forth Valley,Other,227,0
2017Q4,Forth Valley,Other,224,0
2018Q1,Forth Valley,Other,219,0
2018Q2,Forth Valley,Other,212,0
2018Q3,Forth Valley,Other,162,0
2018Q4,Forth Valley,Other,166,0
2019Q1,Forth Valley,Other,249,0
2019Q2,Forth Valley,Other,228,0
2019Q3,Forth Valley,Other,198,0
2019Q4,Forth Valley,Other,231,0
2020Q1,Forth Valley,Other,226,0
2020Q2,Forth Valley,Other,12,0
2020Q3,Forth Valley,Other,80,0
2020Q4,Forth Valley,Other,144,0
2021Q1,Forth Valley,Other,97,0
2021Q2,Forth Valley,Other,101,0
2021Q3,Forth Valley,Other,96,0
2021Q4,Forth Valley,Other,124,0
2022Q1,Forth Valley,Other,97,0
2022Q2,Forth Valley,Other,113,0
2022Q3,Forth Valley,Other,120,0
2017Q3,Forth Valley,Other,435,0
2017Q4,Forth Valley,Other,499,0
2018Q1,Forth Valley,Other,444,0
2018Q2,Forth Valley,Other,457,0
2018Q3,Forth Valley,Other,430,0
2018Q4,Forth Valley,Other,530,0
2019Q1,Forth Valley,Other,499,0
2019Q2,Forth Valley,Other,427,0
2019Q3,Forth Valley,Other,397,0
2019Q4,Forth Valley,Other,435,0
2020Q1,Forth Valley,Other,450,0
2020Q2,Forth Valley,Other,20,0
2020Q3,Forth Valley,Other,193,0
2020Q4,Forth Valley,Other,247,0
2021Q1,Forth Valley,Other,172,0
2021Q2,Forth Valley,Other,345,0
2021Q3,Forth Valley,Other,383,0
2021Q4,Forth Valley,Other,485,0
2022Q1,Forth Valley,Other,465,0
2022Q2,Forth Valley,Other,584,0
2022Q3,Forth Valley,Other,502,0
2017Q3,Forth Valley,Trauma and Orthopaedic Surgery,267,0
2017Q4,Forth Valley,Trauma and Orthopaedic Surgery,256,0
2018Q1,Forth Valley,Trauma and Orthopaedic Surgery,250,0
2018Q2,Forth Valley,Trauma and Orthopaedic Surgery,303,0
2018Q3,Forth Valley,Trauma and Orthopaedic Surgery,234,0
2018Q4,Forth Valley,Trauma and Orthopaedic Surgery,265,0
2019Q1,Forth Valley,Trauma and Orthopaedic Surgery,287,0
2019Q2,Forth Valley,Trauma and Orthopaedic Surgery,256,0
2019Q3,Forth Valley,Trauma and Orthopaedic Surgery,230,0
2019Q4,Forth Valley,Trauma and Orthopaedic Surgery,334,0
2020Q1,Forth Valley,Trauma and Orthopaedic Surgery,310,0
2020Q2,Forth Valley,Trauma and Orthopaedic Surgery,35,0
2020Q3,Forth Valley,Trauma and Orthopaedic Surgery,170,0
2020Q4,Forth Valley,Trauma and Orthopaedic Surgery,186,0
2021Q1,Forth Valley,Trauma and Orthopaedic Surgery,152,0
2021Q2,Forth Valley,Trauma and Orthopaedic Surgery,215,0
2021Q3,Forth Valley,Trauma and Orthopaedic Surgery,204,0
2021Q4,Forth Valley,Trauma and Orthopaedic Surgery,243,0
2022Q1,Forth Valley,Trauma and Orthopaedic Surgery,227,0
2022Q2,Forth Valley,Trauma and Orthopaedic Surgery,260,0
2022Q3,Forth Valley,Trauma and Orthopaedic Surgery,237,0
2017Q3,Forth Valley,Urology,183,0
2017Q4,Forth Valley,Urology,167,0
2018Q1,Forth Valley,Urology,151,0
2018Q2,Forth Valley,Urology,203,0
2018Q3,Forth Valley,Urology,138,0
2018Q4,Forth Valley,Urology,162,0
2019Q1,Forth Valley,Urology,172,0
2019Q2,Forth Valley,Urology,197,0
2019Q3,Forth Valley,Urology,105,0
2019Q4,Forth Valley,Urology,137,0
2020Q1,Forth Valley,Urology,180,0
2020Q2,Forth Valley,Urology,41,0
2020Q3,Forth Valley,Urology,68,0
2020Q4,Forth Valley,Urology,88,0
2021Q1,Forth Valley,Urology,77,0
2021Q2,Forth Valley,Urology,148,0
2021Q3,Forth Valley,Urology,78,0
2021Q4,Forth Valley,Urology,89,0
2022Q1,Forth Valley,Urology,55,0
2022Q2,Forth Valley,Urology,108,0
2022Q3,Forth Valley,Urology,113,0
2018Q1,Grampian,General Medicine,5,0
2018Q2,Grampian,General Medicine,0,0
2019Q2,Grampian,General Medicine,0,0
2019Q4,Grampian,General Medicine,0,0
2021Q2,Grampian,General Medicine,0,0
2021Q4,Grampian,General Medicine,0,0
2022Q2,Grampian,General Medicine,0,0
2017Q3,Grampian,Cardiology,380,0
2017Q4,Grampian,Cardiology,554,0
2018Q1,Grampian,Cardiology,480,0
2018Q2,Grampian,Cardiology,547,0
2018Q3,Grampian,Cardiology,555,0
2018Q4,Grampian,Cardiology,503,0
2019Q1,Grampian,Cardiology,467,0
2019Q2,Grampian,Cardiology,530,0
2019Q3,Grampian,Cardiology,588,0
2019Q4,Grampian,Cardiology,518,0
2020Q1,Grampian,Cardiology,435,0
2020Q2,Grampian,Cardiology,150,0
2020Q3,Grampian,Cardiology,322,0
2020Q4,Grampian,Cardiology,361,0
2021Q1,Grampian,Cardiology,272,0
2021Q2,Grampian,Cardiology,465,0
2021Q3,Grampian,Cardiology,450,0
2021Q4,Grampian,Cardiology,394,0
2022Q1,Grampian,Cardiology,485,0
2022Q2,Grampian,Cardiology,480,0
2022Q3,Grampian,Cardiology,505,0
2022Q2,Grampian,Other,0,0
2018Q4,Grampian,Other,0,0
2019Q2,Grampian,Other,0,0
2019Q4,Grampian,Other,0,0
2018Q2,Grampian,Other,0,0
2020Q1,Grampian,Other,0,0
2017Q3,Grampian,Gastroenterology,1212,0
2017Q4,Grampian,Gastroenterology,1169,0
2018Q1,Grampian,Gastroenterology,1517,0
2018Q2,Grampian,Gastroenterology,1608,0
2018Q3,Grampian,Gastroenterology,1215,0
2018Q4,Grampian,Gastroenterology,1332,0
2019Q1,Grampian,Gastroenterology,1061,0
2019Q2,Grampian,Gastroenterology,1117,0
2019Q3,Grampian,Gastroenterology,1226,0
2019Q4,Grampian,Gastroenterology,1225,0
2020Q1,Grampian,Gastroenterology,1232,0
2020Q2,Grampian,Gastroenterology,209,0
2020Q3,Grampian,Gastroenterology,776,0
2020Q4,Grampian,Gastroenterology,1042,0
2021Q1,Grampian,Gastroenterology,1000,0
2021Q2,Grampian,Gastroenterology,1054,0
2021Q3,Grampian,Gastroenterology,1077,0
2021Q4,Grampian,Gastroenterology,992,0
2022Q1,Grampian,Gastroenterology,962,0
2022Q2,Grampian,Gastroenterology,896,0
2022Q3,Grampian,Gastroenterology,1006,0
2017Q4,Grampian,Geriatric Medicine,0,0
2018Q2,Grampian,Geriatric Medicine,0,0
2019Q2,Grampian,Geriatric Medicine,0,0
2019Q4,Grampian,Geriatric Medicine,0,0
2020Q3,Grampian,Geriatric Medicine,0,0
2022Q1,Grampian,Geriatric Medicine,0,0
2022Q2,Grampian,Geriatric Medicine,5,0
2017Q3,Grampian,Other,761,0
2017Q4,Grampian,Other,861,0
2018Q1,Grampian,Other,150,0
2018Q2,Grampian,Other,23,0
2018Q3,Grampian,Other,24,0
2018Q4,Grampian,Other,27,0
2019Q1,Grampian,Other,40,0
2019Q2,Grampian,Other,40,0
2019Q3,Grampian,Other,23,0
2019Q4,Grampian,Other,10,0
2020Q1,Grampian,Other,10,0
2020Q2,Grampian,Other,5,0
2020Q3,Grampian,Other,10,0
2020Q4,Grampian,Other,10,0
2021Q1,Grampian,Other,0,0
2021Q2,Grampian,Other,5,0
2021Q3,Grampian,Other,5,0
2021Q4,Grampian,Other,5,0
2022Q1,Grampian,Other,0,0
2022Q2,Grampian,Other,10,0
2022Q3,Grampian,Other,15,0
2017Q3,Grampian,Other,31,0
2017Q4,Grampian,Other,33,0
2018Q1,Grampian,Other,20,0
2018Q2,Grampian,Other,30,0
2018Q3,Grampian,Other,19,0
2018Q4,Grampian,Other,24,0
2019Q1,Grampian,Other,28,0
2019Q2,Grampian,Other,14,0
2019Q3,Grampian,Other,23,0
2019Q4,Grampian,Other,27,0
2020Q1,Grampian,Other,21,0
2020Q2,Grampian,Other,15,0
2020Q3,Grampian,Other,25,0
2020Q4,Grampian,Other,27,0
2021Q1,Grampian,Other,25,0
2021Q2,Grampian,Other,28,0
2021Q3,Grampian,Other,30,0
2021Q4,Grampian,Other,27,0
2022Q1,Grampian,Other,37,0
2022Q2,Grampian,Other,34,0
2022Q3,Grampian,Other,44,0
2017Q3,Grampian,Other,144,0
2017Q4,Grampian,Other,174,0
2018Q1,Grampian,Other,45,0
2018Q2,Grampian,Other,60,0
2018Q3,Grampian,Other,46,0
2018Q4,Grampian,Other,54,0
2019Q1,Grampian,Other,50,0
2019Q2,Grampian,Other,50,0
2019Q3,Grampian,Other,46,0
2019Q4,Grampian,Other,41,0
2020Q1,Grampian,Other,40,0
2020Q3,Grampian,Other,50,0
2020Q4,Grampian,Other,46,0
2021Q1,Grampian,Other,35,0
2021Q2,Grampian,Other,44,0
2021Q3,Grampian,Other,40,0
2021Q4,Grampian,Other,31,0
2022Q1,Grampian,Other,45,0
2022Q2,Grampian,Other,36,0
2022Q3,Grampian,Other,55,0
2017Q3,Grampian,Other,55,0
2017Q4,Grampian,Other,54,0
2018Q1,Grampian,Other,65,0
2018Q2,Grampian,Other,83,0
2018Q3,Grampian,Other,77,0
2018Q4,Grampian,Other,82,0
2019Q1,Grampian,Other,74,0
2019Q2,Grampian,Other,90,0
2019Q3,Grampian,Other,90,0
2019Q4,Grampian,Other,85,0
2020Q1,Grampian,Other,80,0
2020Q2,Grampian,Other,63,0
2020Q3,Grampian,Other,77,0
2020Q4,Grampian,Other,86,0
2021Q1,Grampian,Other,84,0
2021Q2,Grampian,Other,86,0
2021Q3,Grampian,Other,87,0
2021Q4,Grampian,Other,91,0
2022Q1,Grampian,Other,70,0
2022Q2,Grampian,Other,91,0
2022Q3,Grampian,Other,93,0
2017Q4,Grampian,Other,0,0
2018Q2,Grampian,Other,0,0
2018Q4,Grampian,Other,0,0
2019Q2,Grampian,Other,0,0
2019Q4,Grampian,Other,0,0
2017Q3,Grampian,General Surgery,807,0
2017Q4,Grampian,General Surgery,689,0
2018Q1,Grampian,General Surgery,677,0
2018Q2,Grampian,General Surgery,848,0
2018Q3,Grampian,General Surgery,708,0
2018Q4,Grampian,General Surgery,834,0
2019Q1,Grampian,General Surgery,808,0
2019Q2,Grampian,General Surgery,845,0
2019Q3,Grampian,General Surgery,987,0
2019Q4,Grampian,General Surgery,1034,0
2020Q1,Grampian,General Surgery,911,0
2020Q2,Grampian,General Surgery,60,0
2020Q3,Grampian,General Surgery,420,0
2020Q4,Grampian,General Surgery,561,0
2021Q1,Grampian,General Surgery,483,0
2021Q2,Grampian,General Surgery,555,0
2021Q3,Grampian,General Surgery,641,0
2021Q4,Grampian,General Surgery,566,0
2022Q1,Grampian,General Surgery,573,0
2022Q2,Grampian,General Surgery,582,0
2022Q3,Grampian,General Surgery,602,0
2017Q3,Grampian,Other,137,0
2017Q4,Grampian,Other,125,0
2018Q1,Grampian,Other,155,0
2018Q2,Grampian,Other,130,0
2018Q3,Grampian,Other,158,0
2018Q4,Grampian,Other,151,0
2019Q1,Grampian,Other,169,0
2019Q2,Grampian,Other,192,0
2019Q3,Grampian,Other,181,0
2019Q4,Grampian,Other,214,0
2020Q1,Grampian,Other,145,0
2020Q3,Grampian,Other,30,0
2020Q4,Grampian,Other,120,0
2021Q1,Grampian,Other,125,0
2021Q2,Grampian,Other,205,0
2021Q3,Grampian,Other,190,0
2021Q4,Grampian,Other,190,0
2022Q1,Grampian,Other,170,0
2022Q2,Grampian,Other,172,0
2022Q3,Grampian,Other,145,0
2017Q3,Grampian,Cardiothoracic Surgery,0,0
2017Q4,Grampian,Cardiothoracic Surgery,0,0
2019Q3,Grampian,Cardiothoracic Surgery,5,0
2020Q3,Grampian,Cardiothoracic Surgery,10,0
2020Q4,Grampian,Cardiothoracic Surgery,10,0
2021Q1,Grampian,Cardiothoracic Surgery,16,0
2021Q2,Grampian,Cardiothoracic Surgery,10,0
2021Q3,Grampian,Cardiothoracic Surgery,5,0
2022Q2,Grampian,Cardiothoracic Surgery,0,0
2022Q3,Grampian,Cardiothoracic Surgery,5,0
2017Q3,Grampian,Other,77,0
2017Q4,Grampian,Other,95,0
2018Q1,Grampian,Other,96,0
2018Q2,Grampian,Other,155,0
2018Q3,Grampian,Other,148,0
2018Q4,Grampian,Other,115,0
2019Q1,Grampian,Other,147,0
2019Q2,Grampian,Other,213,0
2019Q3,Grampian,Other,151,0
2019Q4,Grampian,Other,165,0
2020Q1,Grampian,Other,153,0
2020Q2,Grampian,Other,20,0
2020Q3,Grampian,Other,25,0
2020Q4,Grampian,Other,40,0
2021Q1,Grampian,Other,33,0
2021Q2,Grampian,Other,67,0
2021Q3,Grampian,Other,58,0
2021Q4,Grampian,Other,36,0
2022Q1,Grampian,Other,31,0
2022Q2,Grampian,Other,49,0
2022Q3,Grampian,Other,88,0
2017Q3,Grampian,Other,20,0
2017Q4,Grampian,Other,15,0
2018Q1,Grampian,Other,30,0
2018Q2,Grampian,Other,20,0
2018Q3,Grampian,Other,15,0
2018Q4,Grampian,Other,20,0
2019Q1,Grampian,Other,25,0
2019Q2,Grampian,Other,25,0
2019Q3,Grampian,Other,10,0
2019Q4,Grampian,Other,30,0
2020Q1,Grampian,Other,30,0
2020Q2,Grampian,Other,0,0
2020Q3,Grampian,Other,5,0
2020Q4,Grampian,Other,25,0
2021Q1,Grampian,Other,10,0
2021Q2,Grampian,Other,10,0
2021Q3,Grampian,Other,20,0
2021Q4,Grampian,Other,5,0
2022Q1,Grampian,Other,5,0
2022Q2,Grampian,Other,20,0
2022Q3,Grampian,Other,15,0
2017Q3,Grampian,Other,568,0
2017Q4,Grampian,Other,472,0
2018Q1,Grampian,Other,599,0
2018Q2,Grampian,Other,467,0
2018Q3,Grampian,Other,427,0
2018Q4,Grampian,Other,444,0
2019Q1,Grampian,Other,1331,0
2019Q2,Grampian,Other,1195,0
2019Q3,Grampian,Other,529,0
2019Q4,Grampian,Other,859,0
2020Q1,Grampian,Other,1234,0
2020Q2,Grampian,Other,10,0
2020Q3,Grampian,Other,67,0
2020Q4,Grampian,Other,730,0
2021Q1,Grampian,Other,317,0
2021Q2,Grampian,Other,816,0
2021Q3,Grampian,Other,663,0
2021Q4,Grampian,Other,643,0
2022Q1,Grampian,Other,670,0
2022Q2,Grampian,Other,798,0
2022Q3,Grampian,Other,1021,0
2017Q4,Grampian,Trauma and Orthopaedic Surgery,0,0
2018Q1,Grampian,Trauma and Orthopaedic Surgery,0,0
2018Q2,Grampian,Trauma and Orthopaedic Surgery,0,0
2018Q4,Grampian,Trauma and Orthopaedic Surgery,0,0
2019Q1,Grampian,Trauma and Orthopaedic Surgery,0,0
2019Q4,Grampian,Trauma and Orthopaedic Surgery,0,0
2020Q1,Grampian,Trauma and Orthopaedic Surgery,10,0
2020Q4,Grampian,Trauma and Orthopaedic Surgery,0,0
2021Q3,Grampian,Trauma and Orthopaedic Surgery,0,0
2022Q3,Grampian,Trauma and Orthopaedic Surgery,5,0
2017Q3,Grampian,Other,64,0
2017Q4,Grampian,Other,105,0
2018Q1,Grampian,Other,95,0
2018Q2,Grampian,Other,79,0
2018Q3,Grampian,Other,90,0
2018Q4,Grampian,Other,89,0
2019Q1,Grampian,Other,80,0
2019Q2,Grampian,Other,70,0
2019Q3,Grampian,Other,81,0
2019Q4,Grampian,Other,99,0
2020Q1,Grampian,Other,85,0
2020Q2,Grampian,Other,15,0
2020Q3,Grampian,Other,26,0
2020Q4,Grampian,Other,23,0
2021Q1,Grampian,Other,19,0
2021Q2,Grampian,Other,17,0
2021Q3,Grampian,Other,27,0
2021Q4,Grampian,Other,26,0
2022Q1,Grampian,Other,30,0
2022Q2,Grampian,Other,43,0
2022Q3,Grampian,Other,48,0
2017Q3,Grampian,Urology,1094,0
2017Q4,Grampian,Urology,1144,0
2018Q1,Grampian,Urology,1098,0
2018Q2,Grampian,Urology,1231,0
2018Q3,Grampian,Urology,1263,0
2018Q4,Grampian,Urology,1386,0
2019Q1,Grampian,Urology,1323,0
2019Q2,Grampian,Urology,1435,0
2019Q3,Grampian,Urology,1540,0
2019Q4,Grampian,Urology,1421,0
2020Q1,Grampian,Urology,1263,0
2020Q2,Grampian,Urology,584,0
2020Q3,Grampian,Urology,1215,0
2020Q4,Grampian,Urology,1195,0
2021Q1,Grampian,Urology,1131,0
2021Q2,Grampian,Urology,1449,0
2021Q3,Grampian,Urology,1338,0
2021Q4,Grampian,Urology,1300,0
2022Q1,Grampian,Urology,1360,0
2022Q2,Grampian,Urology,1420,0
2022Q3,Grampian,Urology,1455,0
2020Q1,Grampian,Other,0,0
2020Q4,Grampian,Other,0,0
2021Q2,Grampian,Other,0,0
2021Q4,Grampian,Other,0,0
2022Q2,Grampian,Other,0,0
2017Q3,Grampian,Other,571,0
2017Q4,Grampian,Other,575,0
2018Q1,Grampian,Other,130,0
2018Q2,Grampian,Other,20,0
2018Q3,Grampian,Other,31,0
2018Q4,Grampian,Other,35,0
2019Q1,Grampian,Other,25,0
2019Q2,Grampian,Other,42,0
2019Q3,Grampian,Other,38,0
2019Q4,Grampian,Other,15,0
2020Q1,Grampian,Other,17,0
2020Q2,Grampian,Other,0,0
2020Q3,Grampian,Other,10,0
2020Q4,Grampian,Other,13,0
2021Q1,Grampian,Other,5,0
2021Q2,Grampian,Other,11,0
2021Q3,Grampian,Other,5,0
2021Q4,Grampian,Other,5,0
2022Q1,Grampian,Other,5,0
2022Q2,Grampian,Other,12,0
2022Q3,Grampian,Other,25,0
2017Q3,Grampian,Haematology,15,0
2017Q4,Grampian,Haematology,15,0
2018Q1,Grampian,Haematology,15,0
2018Q2,Grampian,Haematology,5,0
2018Q3,Grampian,Haematology,15,0
2018Q4,Grampian,Haematology,15,0
2019Q1,Grampian,Haematology,10,0
2019Q2,Grampian,Haematology,5,0
2019Q3,Grampian,Haematology,14,0
2019Q4,Grampian,Haematology,14,0
2020Q1,Grampian,Haematology,10,0
